Accident_ID,Location,Date,Severity,Weather,Vehicle_Type,Injuries,Fatalities,Cause,Road_Type,Vehicle_Speed,Alcohol_Involved,Road_Condition,Time
1342,Location_1342,2025-09-03,Medium,Snow,Motorcycle,0,1,Road conditions,City street,28,False,Wet,1970-01-01 03:00:00
1343,Location_1343,2025-09-04,High,Rain,Motorcycle,6,1,Human error,Rural road,35,True,Wet,1970-01-01 14:00:00
1344,Location_1344,2025-09-05,High,Clear,Car,7,2,Road conditions,Highway,74,True,Icy,1970-01-01 19:00:00
1345,Location_1345,2025-09-06,Medium,Snow,Motorcycle,4,1,Human error,Rural road,91,False,Dry,1970-01-01 01:00:00
1346,Location_1346,2025-09-07,High,Clear,Car,1,0,Human error,Rural road,77,False,Wet,1970-01-01 17:00:00
1347,Location_1347,2025-09-08,Medium,Snow,Motorcycle,7,2,Human error,Rural road,83,True,Icy,1970-01-01 01:00:00
1348,Location_1348,2025-09-09,High,Rain,Truck,0,1,Road conditions,Highway,95,True,Icy,1970-01-01 17:00:00
1349,Location_1349,2025-09-10,Low,Snow,Motorcycle,6,2,Road conditions,Rural road,68,True,Icy,1970-01-01 07:00:00
1350,Location_1350,2025-09-11,High,Snow,Car,0,2,Human error,Rural road,48,False,Dry,1970-01-01 09:00:00
1351,Location_1351,2025-09-12,Low,Clear,Car,5,2,Weather conditions,Highway,98,False,Dry,1970-01-01 19:00:00
1352,Location_1352,2025-09-13,High,Rain,Motorcycle,5,0,Human error,Highway,26,False,Dry,1970-01-01 03:00:00
1353,Location_1353,2025-09-14,Low,Clear,Truck,4,0,Road conditions,Highway,96,False,Dry,1970-01-01 09:00:00
1354,Location_1354,2025-09-15,High,Rain,Car,1,1,Human error,City street,88,True,Icy,1970-01-01 09:00:00
1355,Location_1355,2025-09-16,Low,Clear,Car,1,0,Road conditions,Highway,21,True,Wet,1970-01-01 02:00:00
1356,Location_1356,2025-09-17,Medium,Snow,Car,8,2,Human error,City street,52,True,Icy,1970-01-01 20:00:00
1357,Location_1357,2025-09-18,Medium,Clear,Car,4,2,Human error,City street,67,False,Wet,1970-01-01 03:00:00
1358,Location_1358,2025-09-19,Low,Rain,Car,4,0,Weather conditions,Rural road,56,True,Wet,1970-01-01 22:00:00
1359,Location_1359,2025-09-20,High,Rain,Truck,6,2,Weather conditions,City street,49,False,Wet,1970-01-01 09:00:00
1360,Location_1360,2025-09-21,Low,Snow,Motorcycle,5,0,Road conditions,Rural road,60,True,Dry,1970-01-01 06:00:00
1361,Location_1361,2025-09-22,High,Rain,Truck,1,2,Human error,City street,23,False,Icy,1970-01-01 21:00:00
1362,Location_1362,2025-09-23,Medium,Clear,Truck,0,1,Road conditions,Highway,58,False,Wet,1970-01-01 22:00:00
1363,Location_1363,2025-09-24,High,Snow,Car,4,1,Human error,Rural road,43,True,Icy,1970-01-01 11:00:00
1364,Location_1364,2025-09-25,Medium,Rain,Truck,3,0,Human error,City street,69,True,Dry,1970-01-01 06:00:00
1365,Location_1365,2025-09-26,High,Rain,Car,2,0,Human error,Rural road,56,True,Wet,1970-01-01 12:00:00
1366,Location_1366,2025-09-27,High,Clear,Truck,1,0,Weather conditions,Highway,72,True,Dry,1970-01-01 07:00:00
1367,Location_1367,2025-09-28,High,Clear,Car,9,0,Road conditions,City street,44,True,Dry,1970-01-01 12:00:00
1368,Location_1368,2025-09-29,Low,Snow,Car,1,0,Human error,City street,50,True,Icy,1970-01-01 00:00:00
1369,Location_1369,2025-09-30,Low,Rain,Truck,3,2,Human error,Highway,57,False,Wet,1970-01-01 15:00:00
1370,Location_1370,2025-10-01,Medium,Clear,Truck,1,1,Road conditions,City street,77,True,Dry,1970-01-01 18:00:00
1371,Location_1371,2025-10-02,Medium,Snow,Motorcycle,3,2,Road conditions,City street,72,False,Icy,1970-01-01 18:00:00
1372,Location_1372,2025-10-03,Low,Rain,Motorcycle,2,1,Human error,Rural road,69,False,Wet,1970-01-01 20:00:00
1373,Location_1373,2025-10-04,Medium,Rain,Motorcycle,8,2,Weather conditions,City street,23,False,Wet,1970-01-01 12:00:00
1374,Location_1374,2025-10-05,Low,Snow,Truck,6,2,Weather conditions,Highway,71,True,Dry,1970-01-01 06:00:00
1375,Location_1375,2025-10-06,High,Snow,Truck,2,2,Human error,City street,50,True,Dry,1970-01-01 14:00:00
1376,Location_1376,2025-10-07,Medium,Clear,Car,7,0,Weather conditions,Rural road,97,True,Dry,1970-01-01 05:00:00
1377,Location_1377,2025-10-08,Medium,Rain,Motorcycle,8,1,Road conditions,City street,33,True,Dry,1970-01-01 03:00:00
1378,Location_1378,2025-10-09,Low,Rain,Car,6,0,Weather conditions,Rural road,20,True,Wet,1970-01-01 21:00:00
1379,Location_1379,2025-10-10,Medium,Rain,Car,5,0,Road conditions,City street,62,True,Dry,1970-01-01 22:00:00
1380,Location_1380,2025-10-11,Medium,Snow,Car,3,2,Road conditions,Rural road,78,False,Dry,1970-01-01 19:00:00
1381,Location_1381,2025-10-12,High,Clear,Car,4,1,Road conditions,Rural road,80,False,Dry,1970-01-01 10:00:00
1382,Location_1382,2025-10-13,Medium,Rain,Motorcycle,7,1,Road conditions,City street,60,False,Wet,1970-01-01 23:00:00
1383,Location_1383,2025-10-14,High,Snow,Car,2,1,Weather conditions,Highway,37,False,Icy,1970-01-01 20:00:00
1384,Location_1384,2025-10-15,Low,Rain,Truck,1,1,Road conditions,Highway,79,False,Icy,1970-01-01 18:00:00
1385,Location_1385,2025-10-16,Medium,Clear,Truck,2,0,Human error,City street,88,True,Wet,1970-01-01 01:00:00
1386,Location_1386,2025-10-17,High,Rain,Truck,6,0,Road conditions,City street,98,True,Icy,1970-01-01 16:00:00
1387,Location_1387,2025-10-18,Low,Clear,Motorcycle,7,1,Human error,City street,78,False,Wet,1970-01-01 14:00:00
1388,Location_1388,2025-10-19,Medium,Clear,Car,0,0,Road conditions,City street,61,False,Dry,1970-01-01 19:00:00
1389,Location_1389,2025-10-20,Low,Rain,Motorcycle,6,1,Road conditions,City street,99,False,Icy,1970-01-01 17:00:00
1390,Location_1390,2025-10-21,Medium,Rain,Car,8,0,Weather conditions,Highway,55,True,Wet,1970-01-01 11:00:00
1391,Location_1391,2025-10-22,Low,Clear,Motorcycle,2,2,Road conditions,Rural road,59,True,Wet,1970-01-01 02:00:00
1392,Location_1392,2025-10-23,Low,Snow,Motorcycle,2,2,Road conditions,Rural road,49,True,Dry,1970-01-01 16:00:00
1393,Location_1393,2025-10-24,High,Clear,Car,7,1,Weather conditions,Highway,30,True,Wet,1970-01-01 13:00:00
1394,Location_1394,2025-10-25,Low,Rain,Motorcycle,3,1,Weather conditions,Highway,44,True,Icy,1970-01-01 05:00:00
1395,Location_1395,2025-10-26,Medium,Rain,Car,7,0,Human error,Rural road,64,True,Dry,1970-01-01 03:00:00
1396,Location_1396,2025-10-27,Medium,Snow,Truck,4,1,Weather conditions,Highway,70,True,Wet,1970-01-01 20:00:00
1397,Location_1397,2025-10-28,High,Clear,Truck,2,1,Human error,City street,62,False,Dry,1970-01-01 07:00:00
1398,Location_1398,2025-10-29,Medium,Clear,Truck,3,0,Road conditions,Highway,85,False,Wet,1970-01-01 19:00:00
1399,Location_1399,2025-10-30,Medium,Clear,Motorcycle,3,1,Human error,Highway,66,True,Icy,1970-01-01 21:00:00
1400,Location_1400,2025-10-31,Medium,Rain,Truck,7,1,Weather conditions,Highway,43,False,Icy,1970-01-01 02:00:00
1401,Location_1401,2025-11-01,Low,Clear,Car,5,2,Road conditions,Highway,96,True,Dry,1970-01-01 07:00:00
1402,Location_1402,2025-11-02,Low,Snow,Truck,6,2,Human error,Rural road,56,False,Wet,1970-01-01 12:00:00
1403,Location_1403,2025-11-03,Medium,Rain,Truck,8,2,Human error,Rural road,75,True,Dry,1970-01-01 18:00:00
1404,Location_1404,2025-11-04,High,Rain,Motorcycle,5,1,Human error,Rural road,94,True,Dry,1970-01-01 14:00:00
1405,Location_1405,2025-11-05,Low,Clear,Car,2,0,Road conditions,Rural road,65,False,Icy,1970-01-01 22:00:00
1406,Location_1406,2025-11-06,High,Snow,Motorcycle,2,2,Human error,City street,47,True,Dry,1970-01-01 06:00:00
1407,Location_1407,2025-11-07,Medium,Rain,Motorcycle,2,1,Human error,City street,71,False,Wet,1970-01-01 02:00:00
1408,Location_1408,2025-11-08,Medium,Rain,Car,9,2,Weather conditions,Rural road,34,True,Icy,1970-01-01 18:00:00
1409,Location_1409,2025-11-09,Low,Clear,Motorcycle,1,0,Human error,Rural road,64,False,Wet,1970-01-01 09:00:00
1410,Location_1410,2025-11-10,Medium,Clear,Car,0,0,Road conditions,Rural road,77,True,Dry,1970-01-01 15:00:00
1411,Location_1411,2025-11-11,Low,Snow,Truck,9,0,Weather conditions,Highway,86,False,Icy,1970-01-01 13:00:00
1412,Location_1412,2025-11-12,Medium,Clear,Car,0,0,Road conditions,City street,92,True,Wet,1970-01-01 07:00:00
1413,Location_1413,2025-11-13,Medium,Snow,Car,3,0,Weather conditions,City street,91,False,Wet,1970-01-01 10:00:00
1414,Location_1414,2025-11-14,Low,Rain,Car,2,0,Weather conditions,Highway,92,False,Dry,1970-01-01 18:00:00
1415,Location_1415,2025-11-15,Low,Snow,Motorcycle,4,1,Human error,Highway,60,False,Wet,1970-01-01 01:00:00
1416,Location_1416,2025-11-16,Low,Snow,Car,8,2,Road conditions,Highway,84,False,Dry,1970-01-01 04:00:00
1417,Location_1417,2025-11-17,Medium,Snow,Car,7,0,Human error,City street,59,True,Dry,1970-01-01 10:00:00
1418,Location_1418,2025-11-18,Medium,Rain,Car,8,2,Weather conditions,Highway,24,False,Dry,1970-01-01 06:00:00
1419,Location_1419,2025-11-19,High,Clear,Truck,4,2,Human error,Highway,94,True,Dry,1970-01-01 07:00:00
1420,Location_1420,2025-11-20,Low,Rain,Car,7,1,Weather conditions,Highway,47,True,Icy,1970-01-01 16:00:00
1421,Location_1421,2025-11-21,Medium,Clear,Motorcycle,3,0,Weather conditions,Rural road,57,True,Wet,1970-01-01 11:00:00
1422,Location_1422,2025-11-22,Medium,Snow,Car,4,0,Road conditions,Highway,37,True,Wet,1970-01-01 17:00:00
1423,Location_1423,2025-11-23,Low,Snow,Car,2,1,Road conditions,Rural road,56,True,Icy,1970-01-01 06:00:00
1424,Location_1424,2025-11-24,High,Snow,Truck,4,1,Road conditions,City street,46,True,Dry,1970-01-01 08:00:00
1425,Location_1425,2025-11-25,Low,Snow,Car,2,1,Road conditions,City street,44,True,Dry,1970-01-01 18:00:00
1426,Location_1426,2025-11-26,High,Snow,Motorcycle,4,1,Human error,City street,88,True,Dry,1970-01-01 13:00:00
1427,Location_1427,2025-11-27,Medium,Clear,Car,4,1,Road conditions,Rural road,46,False,Dry,1970-01-01 23:00:00
1428,Location_1428,2025-11-28,High,Clear,Motorcycle,5,2,Road conditions,Highway,96,False,Icy,1970-01-01 18:00:00
1429,Location_1429,2025-11-29,Medium,Snow,Truck,8,1,Road conditions,City street,73,True,Wet,1970-01-01 19:00:00
1430,Location_1430,2025-11-30,Low,Rain,Car,0,0,Weather conditions,Highway,26,False,Dry,1970-01-01 17:00:00
1431,Location_1431,2025-12-01,Low,Rain,Truck,9,0,Weather conditions,Rural road,97,False,Dry,1970-01-01 14:00:00
1432,Location_1432,2025-12-02,Low,Snow,Car,5,1,Road conditions,City street,46,True,Dry,1970-01-01 20:00:00
1433,Location_1433,2025-12-03,High,Clear,Motorcycle,0,1,Weather conditions,Highway,78,False,Wet,1970-01-01 20:00:00
1434,Location_1434,2025-12-04,Medium,Rain,Truck,5,1,Weather conditions,Highway,91,False,Wet,1970-01-01 03:00:00
1435,Location_1435,2025-12-05,Low,Rain,Car,1,1,Human error,City street,50,False,Icy,1970-01-01 12:00:00
1436,Location_1436,2025-12-06,Low,Rain,Motorcycle,7,1,Weather conditions,Highway,87,True,Wet,1970-01-01 04:00:00
1437,Location_1437,2025-12-07,Medium,Snow,Truck,2,0,Human error,Rural road,23,True,Wet,1970-01-01 11:00:00
1438,Location_1438,2025-12-08,Low,Rain,Car,9,2,Weather conditions,City street,37,False,Dry,1970-01-01 16:00:00
1439,Location_1439,2025-12-09,Medium,Rain,Truck,5,1,Road conditions,City street,82,True,Wet,1970-01-01 09:00:00
1440,Location_1440,2025-12-10,Medium,Rain,Car,5,1,Weather conditions,City street,95,True,Dry,1970-01-01 11:00:00
1441,Location_1441,2025-12-11,Medium,Rain,Motorcycle,3,1,Weather conditions,City street,71,False,Icy,1970-01-01 05:00:00
1442,Location_1442,2025-12-12,Medium,Clear,Motorcycle,4,0,Human error,Rural road,82,False,Dry,1970-01-01 19:00:00
1443,Location_1443,2025-12-13,Medium,Snow,Truck,1,0,Road conditions,Rural road,64,False,Icy,1970-01-01 19:00:00
1444,Location_1444,2025-12-14,High,Snow,Truck,9,2,Human error,Highway,31,False,Wet,1970-01-01 11:00:00
1445,Location_1445,2025-12-15,Low,Clear,Car,9,2,Road conditions,Rural road,27,True,Icy,1970-01-01 12:00:00
1446,Location_1446,2025-12-16,High,Clear,Motorcycle,7,2,Road conditions,Highway,41,True,Dry,1970-01-01 20:00:00
1447,Location_1447,2025-12-17,Low,Snow,Car,9,2,Human error,Highway,60,True,Wet,1970-01-01 16:00:00
1448,Location_1448,2025-12-18,High,Rain,Motorcycle,6,0,Weather conditions,City street,60,True,Wet,1970-01-01 19:00:00
1449,Location_1449,2025-12-19,Medium,Rain,Truck,9,2,Road conditions,Highway,76,True,Dry,1970-01-01 09:00:00
1450,Location_1450,2025-12-20,Low,Snow,Car,5,1,Weather conditions,City street,51,True,Wet,1970-01-01 18:00:00
1451,Location_1451,2025-12-21,Low,Rain,Car,6,0,Human error,Highway,74,True,Dry,1970-01-01 04:00:00
1452,Location_1452,2025-12-22,High,Clear,Motorcycle,0,0,Human error,Rural road,25,True,Icy,1970-01-01 04:00:00
1453,Location_1453,2025-12-23,High,Rain,Motorcycle,4,0,Human error,City street,58,True,Icy,1970-01-01 07:00:00
1454,Location_1454,2025-12-24,Low,Rain,Motorcycle,6,1,Human error,Highway,28,False,Wet,1970-01-01 16:00:00
1455,Location_1455,2025-12-25,High,Rain,Truck,0,0,Road conditions,Rural road,51,True,Dry,1970-01-01 02:00:00
1456,Location_1456,2025-12-26,High,Snow,Car,1,1,Human error,Rural road,55,True,Dry,1970-01-01 20:00:00
1457,Location_1457,2025-12-27,High,Clear,Motorcycle,8,2,Weather conditions,City street,35,True,Icy,1970-01-01 15:00:00
1458,Location_1458,2025-12-28,Medium,Rain,Truck,2,0,Weather conditions,City street,31,False,Dry,1970-01-01 18:00:00
1459,Location_1459,2025-12-29,Medium,Snow,Motorcycle,5,1,Road conditions,City street,60,False,Wet,1970-01-01 05:00:00
1460,Location_1460,2025-12-30,High,Rain,Car,6,0,Human error,Highway,86,True,Wet,1970-01-01 09:00:00
1461,Location_1461,2025-12-31,High,Clear,Motorcycle,8,2,Road conditions,City street,77,True,Icy,1970-01-01 15:00:00
1462,Location_1462,2026-01-01,Medium,Rain,Car,4,0,Road conditions,Rural road,28,False,Dry,1970-01-01 12:00:00
1463,Location_1463,2026-01-02,Medium,Clear,Truck,3,2,Road conditions,Rural road,36,True,Wet,1970-01-01 02:00:00
1464,Location_1464,2026-01-03,Low,Rain,Truck,1,0,Human error,City street,24,False,Wet,1970-01-01 21:00:00
1465,Location_1465,2026-01-04,Low,Clear,Motorcycle,2,1,Weather conditions,City street,45,True,Wet,1970-01-01 07:00:00
1466,Location_1466,2026-01-05,Medium,Rain,Car,4,2,Weather conditions,Rural road,20,False,Dry,1970-01-01 19:00:00
1467,Location_1467,2026-01-06,High,Clear,Car,1,0,Road conditions,Highway,20,False,Icy,1970-01-01 07:00:00
1468,Location_1468,2026-01-07,High,Rain,Car,3,2,Road conditions,Rural road,54,True,Icy,1970-01-01 06:00:00
1469,Location_1469,2026-01-08,High,Rain,Motorcycle,0,2,Weather conditions,Rural road,28,False,Wet,1970-01-01 10:00:00
1470,Location_1470,2026-01-09,High,Snow,Car,3,1,Weather conditions,Rural road,57,False,Icy,1970-01-01 19:00:00
1471,Location_1471,2026-01-10,Low,Snow,Car,6,1,Human error,City street,23,False,Wet,1970-01-01 02:00:00
1472,Location_1472,2026-01-11,Medium,Clear,Car,2,1,Road conditions,Highway,71,True,Wet,1970-01-01 20:00:00
1473,Location_1473,2026-01-12,High,Rain,Car,9,1,Human error,Highway,38,True,Dry,1970-01-01 20:00:00
1474,Location_1474,2026-01-13,Low,Clear,Motorcycle,7,2,Weather conditions,City street,24,False,Wet,1970-01-01 06:00:00
1475,Location_1475,2026-01-14,High,Snow,Motorcycle,5,2,Weather conditions,Rural road,67,False,Wet,1970-01-01 10:00:00
1476,Location_1476,2026-01-15,Medium,Clear,Car,5,0,Weather conditions,City street,82,True,Dry,1970-01-01 16:00:00
1477,Location_1477,2026-01-16,Low,Clear,Car,0,0,Weather conditions,City street,57,True,Dry,1970-01-01 17:00:00
1478,Location_1478,2026-01-17,Medium,Snow,Truck,4,0,Human error,Highway,71,True,Icy,1970-01-01 08:00:00
1479,Location_1479,2026-01-18,Medium,Rain,Truck,2,1,Weather conditions,Highway,65,False,Dry,1970-01-01 12:00:00
1480,Location_1480,2026-01-19,Low,Clear,Car,9,2,Road conditions,City street,28,True,Wet,1970-01-01 14:00:00
1481,Location_1481,2026-01-20,Low,Snow,Car,0,2,Weather conditions,City street,69,True,Dry,1970-01-01 18:00:00
1482,Location_1482,2026-01-21,Low,Rain,Truck,7,0,Road conditions,Highway,93,True,Dry,1970-01-01 14:00:00
1483,Location_1483,2026-01-22,Low,Snow,Truck,6,0,Weather conditions,Highway,85,True,Icy,1970-01-01 06:00:00
1484,Location_1484,2026-01-23,Low,Clear,Car,6,2,Human error,Rural road,96,False,Dry,1970-01-01 02:00:00
1485,Location_1485,2026-01-24,Low,Rain,Motorcycle,9,1,Road conditions,City street,57,False,Wet,1970-01-01 23:00:00
1486,Location_1486,2026-01-25,Low,Rain,Motorcycle,9,0,Human error,Rural road,46,True,Wet,1970-01-01 07:00:00
1487,Location_1487,2026-01-26,High,Snow,Car,9,0,Weather conditions,Rural road,39,False,Wet,1970-01-01 12:00:00
1488,Location_1488,2026-01-27,Medium,Snow,Car,3,2,Human error,Rural road,81,True,Dry,1970-01-01 15:00:00
1489,Location_1489,2026-01-28,Low,Snow,Truck,5,2,Weather conditions,Highway,93,False,Dry,1970-01-01 02:00:00
1490,Location_1490,2026-01-29,High,Rain,Truck,8,0,Human error,Rural road,35,True,Wet,1970-01-01 20:00:00
1491,Location_1491,2026-01-30,High,Rain,Motorcycle,2,0,Human error,Highway,98,True,Dry,1970-01-01 22:00:00
1492,Location_1492,2026-01-31,High,Clear,Car,8,1,Road conditions,Highway,32,False,Icy,1970-01-01 00:00:00
1493,Location_1493,2026-02-01,Medium,Rain,Truck,3,1,Weather conditions,Highway,39,True,Icy,1970-01-01 02:00:00
1494,Location_1494,2026-02-02,Low,Clear,Motorcycle,4,1,Human error,City street,43,True,Icy,1970-01-01 15:00:00
1495,Location_1495,2026-02-03,High,Snow,Motorcycle,6,1,Weather conditions,Rural road,69,False,Icy,1970-01-01 00:00:00
1496,Location_1496,2026-02-04,Medium,Snow,Motorcycle,5,0,Road conditions,Highway,26,True,Wet,1970-01-01 17:00:00
1497,Location_1497,2026-02-05,Medium,Rain,Truck,9,0,Human error,City street,48,False,Dry,1970-01-01 13:00:00
1498,Location_1498,2026-02-06,Medium,Snow,Truck,7,0,Weather conditions,City street,24,True,Icy,1970-01-01 06:00:00
1499,Location_1499,2026-02-07,High,Snow,Car,7,1,Human error,City street,54,True,Wet,1970-01-01 22:00:00
1500,Location_1500,2026-02-08,Low,Rain,Car,7,0,Human error,Highway,84,False,Icy,1970-01-01 02:00:00
1501,Location_1501,2026-02-09,High,Clear,Motorcycle,2,2,Human error,Highway,89,False,Dry,1970-01-01 21:00:00
1502,Location_1502,2026-02-10,High,Rain,Motorcycle,9,1,Human error,Highway,93,True,Icy,1970-01-01 15:00:00
1503,Location_1503,2026-02-11,Low,Clear,Truck,5,2,Road conditions,City street,26,True,Icy,1970-01-01 05:00:00
1504,Location_1504,2026-02-12,Low,Rain,Truck,6,1,Road conditions,Highway,63,False,Icy,1970-01-01 17:00:00
1505,Location_1505,2026-02-13,Low,Rain,Car,8,0,Weather conditions,Rural road,91,False,Icy,1970-01-01 12:00:00
1506,Location_1506,2026-02-14,Medium,Snow,Car,9,1,Weather conditions,Highway,32,True,Dry,1970-01-01 23:00:00
1507,Location_1507,2026-02-15,Low,Rain,Car,9,2,Human error,Highway,97,True,Wet,1970-01-01 01:00:00
1508,Location_1508,2026-02-16,High,Rain,Truck,3,1,Human error,Rural road,94,True,Icy,1970-01-01 11:00:00
1509,Location_1509,2026-02-17,Low,Clear,Motorcycle,4,2,Human error,Highway,57,False,Wet,1970-01-01 03:00:00
1510,Location_1510,2026-02-18,High,Snow,Car,7,0,Road conditions,Highway,32,True,Dry,1970-01-01 08:00:00
1511,Location_1511,2026-02-19,Medium,Clear,Car,0,2,Human error,Highway,73,False,Dry,1970-01-01 19:00:00
1512,Location_1512,2026-02-20,High,Clear,Truck,5,0,Weather conditions,Highway,63,True,Icy,1970-01-01 22:00:00
1513,Location_1513,2026-02-21,High,Snow,Car,3,2,Human error,City street,32,False,Wet,1970-01-01 04:00:00
1514,Location_1514,2026-02-22,Low,Snow,Motorcycle,4,0,Road conditions,Highway,44,True,Icy,1970-01-01 09:00:00
1515,Location_1515,2026-02-23,Low,Snow,Truck,4,2,Human error,Rural road,43,False,Dry,1970-01-01 05:00:00
1516,Location_1516,2026-02-24,High,Rain,Car,1,0,Road conditions,Rural road,48,False,Icy,1970-01-01 00:00:00
1517,Location_1517,2026-02-25,Low,Snow,Car,7,0,Road conditions,City street,89,True,Icy,1970-01-01 19:00:00
1518,Location_1518,2026-02-26,Medium,Snow,Truck,1,0,Road conditions,Highway,37,False,Wet,1970-01-01 04:00:00
1519,Location_1519,2026-02-27,Medium,Snow,Truck,3,2,Road conditions,Rural road,24,False,Dry,1970-01-01 05:00:00
1520,Location_1520,2026-02-28,Low,Clear,Car,4,2,Weather conditions,City street,37,False,Icy,1970-01-01 21:00:00
1521,Location_1521,2026-03-01,Medium,Clear,Motorcycle,0,0,Road conditions,Highway,82,True,Icy,1970-01-01 20:00:00
1522,Location_1522,2026-03-02,Low,Rain,Truck,5,1,Weather conditions,City street,56,True,Icy,1970-01-01 18:00:00
1523,Location_1523,2026-03-03,High,Clear,Motorcycle,1,0,Weather conditions,Highway,90,True,Wet,1970-01-01 10:00:00
1524,Location_1524,2026-03-04,High,Rain,Car,4,1,Human error,City street,74,True,Dry,1970-01-01 14:00:00
1525,Location_1525,2026-03-05,Medium,Clear,Motorcycle,5,0,Human error,City street,92,False,Icy,1970-01-01 01:00:00
1526,Location_1526,2026-03-06,Low,Snow,Car,7,2,Road conditions,Rural road,31,False,Icy,1970-01-01 14:00:00
1527,Location_1527,2026-03-07,Low,Clear,Car,8,1,Human error,Rural road,71,True,Icy,1970-01-01 06:00:00
1528,Location_1528,2026-03-08,Medium,Rain,Car,5,2,Road conditions,City street,76,False,Dry,1970-01-01 16:00:00
1529,Location_1529,2026-03-09,High,Clear,Car,4,1,Human error,Highway,65,False,Wet,1970-01-01 11:00:00
